# WHO growth reference table, vendored for PoshanNetra AI (Section 6.4).
# source_url: https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/weight-for-age/expanded-tables/wfa-girls-zscore-expanded-tables.xlsx
# retrieved: 2026-08-28
# sha256(source_xlsx): ee3ae12cb96c6c5541cdf43665c03ce6c984f877859a183a5f6104eb06a49a6e
# key column 'Day' is in days; rows: 1857
# sd* columns are WHO's OWN published cut-offs, kept only so the test
# suite can prove our LMS implementation reproduces them exactly.
key,l,m,s,sd3neg,sd2neg,sd2pos,sd3pos
303,-0.1692,8.4688,0.12222,5.934,6.665,10.87,12.366
304,-0.1698,8.4769,0.12222,5.94,6.671,10.881,12.378
305,-0.1704,8.485,0.12223,5.945,6.678,10.892,12.391
306,-0.171,8.4931,0.12224,5.951,6.684,10.902,12.403
307,-0.1716,8.5011,0.12225,5.957,6.69,10.913,12.416
308,-0.1722,8.5092,0.12226,5.962,6.697,10.924,12.429
309,-0.1728,8.5172,0.12227,5.968,6.703,10.935,12.442
310,-0.1734,8.5252,0.12227,5.974,6.71,10.945,12.454
311,-0.174,8.5332,0.12228,5.98,6.716,10.956,12.466
312,-0.1745,8.5411,0.12229,5.985,6.722,10.966,12.479
313,-0.1751,8.5491,0.1223,5.991,6.728,10.977,12.491
314,-0.1757,8.557,0.12231,5.996,6.734,10.988,12.504
315,-0.1763,8.565,0.12231,6.002,6.741,10.998,12.516
316,-0.1768,8.5729,0.12232,6.008,6.747,11.009,12.529
317,-0.1774,8.5808,0.12233,6.013,6.753,11.019,12.541
318,-0.178,8.5887,0.12234,6.019,6.759,11.03,12.554
319,-0.1785,8.5965,0.12235,6.024,6.766,11.04,12.566
320,-0.1791,8.6044,0.12235,6.03,6.772,11.051,12.578
321,-0.1797,8.6122,0.12236,6.036,6.778,11.061,12.59
322,-0.1802,8.6201,0.12237,6.041,6.784,11.072,12.603
323,-0.1808,8.6279,0.12238,6.047,6.79,11.082,12.615
324,-0.1813,8.6357,0.12239,6.052,6.796,11.093,12.627
325,-0.1819,8.6435,0.12239,6.058,6.803,11.103,12.639
326,-0.1824,8.6512,0.1224,6.063,6.809,11.113,12.651
327,-0.183,8.659,0.12241,6.069,6.815,11.124,12.664
328,-0.1835,8.6667,0.12242,6.074,6.821,11.134,12.676
329,-0.1841,8.6745,0.12243,6.08,6.827,11.144,12.688
330,-0.1846,8.6822,0.12243,6.085,6.833,11.154,12.7
331,-0.1851,8.6899,0.12244,6.091,6.839,11.165,12.712
332,-0.1857,8.6976,0.12245,6.096,6.845,11.175,12.724
333,-0.1862,8.7053,0.12246,6.102,6.851,11.185,12.737
334,-0.1867,8.713,0.12246,6.107,6.857,11.196,12.748
335,-0.1873,8.7207,0.12247,6.113,6.863,11.206,12.761
336,-0.1878,8.7283,0.12248,6.118,6.869,11.216,12.773
337,-0.1883,8.736,0.12249,6.124,6.875,11.226,12.785
338,-0.1889,8.7436,0.12249,6.129,6.882,11.236,12.796
339,-0.1894,8.7512,0.1225,6.134,6.887,11.247,12.808
340,-0.1899,8.7588,0.12251,6.14,6.893,11.257,12.82
341,-0.1904,8.7664,0.12252,6.145,6.899,11.267,12.833
342,-0.1909,8.774,0.12252,6.151,6.905,11.277,12.844
343,-0.1914,8.7816,0.12253,6.156,6.911,11.287,12.856
344,-0.192,8.7892,0.12254,6.161,6.917,11.297,12.868
345,-0.1925,8.7968,0.12254,6.167,6.923,11.307,12.88
346,-0.193,8.8043,0.12255,6.172,6.929,11.317,12.892
347,-0.1935,8.8119,0.12256,6.177,6.935,11.327,12.904
348,-0.194,8.8194,0.12256,6.183,6.941,11.337,12.915
