# Indian Food Composition Tables 2017 (ICMR-National Institute of Nutrition).
# Vendored for PoshanNetra AI (master prompt, Section 4).
# source_package: @ifct2017/compositions@2.0.9 (npm, MIT)
# source_tarball: https://registry.npmjs.org/@ifct2017/compositions/-/compositions-2.0.9.tgz
# sha256(tarball): 623e31d4ea355cc829429c2d8e776fbdb5eba953ea713bad2b01c962d3e2cfd5
# retrieved: 2026-08-28
# upstream_publication: https://www.nin.res.in/ebooks/IFCT2017.pdf
# ATTRIBUTION REQUIRED: any surface that shows these numbers must credit
#   'Indian Food Composition Tables 2017, ICMR-National Institute of Nutrition'.
# Energy is in KILOJOULES, as IFCT publishes it. kcal conversion happens in
#   app/nutrition/ifct.py and is unit-tested. Edible oils and fats are
#   published with energy_kj = 0; energy for those is derived from macros.
# *_e columns are IFCT's own national variability across six sampled regions.
# Values are per 100 g of RAW edible portion -- not cooked. See
#   app/nutrition/recipes.py for how cooked dishes are converted.
code,name,scientific_name,local_names,food_group,tags,energy_kj,energy_kj_e,protein_g,protein_g_e,carbohydrate_g,carbohydrate_g_e,fat_g,fat_g_e,fibre_g,water_g,hindi_name
E058,"Raisins, dried, golden",Vitis vinifera,A. Kishmish; B. Kishmish; E. Dried grape; G. Pidi Draksha; H. Kishmish; Kan. Drashi; Kash. Kishmish; Kh. Kismis saw; Kon. Suke dhrakshi; Mal. Mundiringa (unakku); M. Kismis; Mar. kishmish; N. Kismis; O. Kishmish ; P. Songi; Tam. Ular dhirachai; Tel. Endu draksha; U. Kishmish.,Fruits,vegetarian eggetarian fishetarian veg,1241,16,2.76,0.26,68.79,1,0.35,0.03,4.56,21.5,Kishmish
E059,Rambutan,Nephelium lappaceum,H. Rambutan.,Fruits,vegetarian eggetarian fishetarian veg,306,0,0.68,0,16.84,0,0.16,0,1.02,80.87,Rambutan.
E060,Sapota,Achras sapota,A. Chiku; E. Sapodilla; H. Chiku; Kan. Sapota; Mal. Sapota; Mar. Chiku; O. Sapota; P. Chiku; Tel. Sapota; U. Sapota.,Fruits,vegetarian eggetarian fishetarian veg,307,18,0.92,0.07,13.9,1.13,1.26,0.02,9.6,73.64,Chiku
E061,Soursop,Annona muricata,H. Shul-ram fal; Kan. Lakshmanaphala/Mulluramphala; Mal. Mullatha; Tam. Malai seethapalam/ Paanghi pazham; Tel. Lakshamana phalamu.,Fruits,vegetarian eggetarian fishetarian veg,260,0,0.74,0,11.94,0,0.94,0,4.95,80.85,Shul-ram fal
E062,Star fruit,Averrhoa carambola,"A. Kordoi; E. Carambola, Starfruit; G. Amrakh; H. Kazmal/Kamrakh; Kan. Kamaraka/ Kapazakshi hannu; Kh. Soh pyrshong; Mal. Caturappuli; M. Heinoujom; Mar. Karambal; O. Karamanga; Tam. Tamarattai; U. Kamrakh.",Fruits,vegetarian eggetarian fishetarian veg,110,0,0.79,0,4.51,0,0.39,0,2.81,91.18,Kazmal/Kamrakh
E063,Strawberry,Fragaria ananassa,G. strawberry; Kan. Nela milli hannu; Kh. Strawberry/ soh stap; Mal. Stroberry; P. Lachi; Kash. Istaber; Tam. Strawberry.,Fruits,vegetarian eggetarian fishetarian veg,103,11,0.97,0.1,3.4,0.64,0.56,0.02,2.5,92.03,
E064,"Tamarind, pulp",Tamarindus indicus,A. Teteli; B. Tetul; G. Amli; H. Imli; Kan. Hunise hannu; Kash. Tambari; Kh. Soh kyntoi; Mal. Puli; M. Mange; Mar. Chinch; N. Imali; O. Tentuli; P. Imli; S. Sucukrika; Tam. Puli; Tel. Chintha pandu; U. Imli.,Fruits,vegetarian eggetarian fishetarian veg,1207,7,2.92,0.22,67.35,0.45,0.15,0.02,5.31,20.83,Imli
E065,"Water melon, dark green (sugar baby)",Citrullus vulgaris,A. Tormuj; B. Tarmuj; E. Watermelon; G. Tadbuj; H. Tarbuj; Kan. Kallangadi; Kash. Hend wend; Kh. Soh watermelon; Kon. Bacchanga; Mal. Thannir mathan; M. Tarbuj; Mar. Kalingad; N. Kharbuja; O. Tarvuja; P. Dawana; Tam. Darbusani; Tel. Puchakaya; U. Tarbuja.,Fruits,vegetarian eggetarian fishetarian veg,85,10,0.6,0.06,3.86,0.59,0.16,0.01,0.7,94.54,Tarbuj
E066,"Water melon, pale green",Citrullus vulgaris,A. Tormuj; B. Tarmuj; E. Watermelon; G. Tadbuj; H. Tarbuj; Kan. Kallangadi; Kash. Hend wend; Kh. Soh watermelon; Kon. Bacchanga; Mal. Thannir mathan; M. Tarbuj; Mar. Kalingad; N. Kharbuja; O. Tarvuja; P. Dawana; Tam. Darbusani; Tel. Puchakaya; U. Tarbuja.,Fruits,vegetarian eggetarian fishetarian veg,70,4,0.59,0.03,3.02,0.21,0.16,0.01,0.78,95.33,Tarbuj
E067,Wood Apple,Limonia acidissima,A. Bel; B. Koyeth Bael; E. Elephant apple; G. Kothu; H. Kaith; Kan. Bele; Kash. Bum choont; Mal. Vilam pazham; Mar. Kavath; O. Kaitha; P. Chaktora; S. Bilvaon (Gorakamli); Tam. Vilam pazham; Tel. Velega pandu; U. Beal.,Fruits,vegetarian eggetarian fishetarian veg,327,3,3.14,0.3,7.52,0.58,3.62,0.03,5.21,79.36,Kaith
E068,Zizyphus,Zizyphus jujube,"A. Bogori; B. Kula; E. Jujube, Ziziphus; G. Ber; H. Ber; Kan. Yelachi; Kash. Brey; Kh. Soh broi heh; Kon. Bor; Mal. Elanth pazham; M. Boroi; Mar. Bor; O. Barakoli; P. Beri; S. Badarii; Tam. Elanthai pazham; Tel. Regu pandu; U. Ber.",Fruits,vegetarian eggetarian fishetarian veg,204,0,1.34,0,9.4,0,0.35,0,3.73,84.39,Ber
F001,Beet root,Beta vulgaris,"A. Beet; B. Beet; E. Beetroot, Beet, Table beet, Garden beet, Red beet, Golden beet; G. Beet; H. Chukandar; Kan. Beet; Kh. U bit; Kash. Chogander munji; Mal. Beet root; Mar. Beet root; O. Bita; P. Chukandar; S. Paalangashaakah; Tam. Beet root; Tel. Beet root; U. Chokhandar.",Roots and Tubers,vegetarian eggetarian fishetarian veg,149,9,1.95,0.14,6.18,0.61,0.14,0.01,3.31,86.95,Chukandar
F002,"Carrot, orange",Dacus carota,A. Gajor; B. Gajar; G. Gajar; H. Gajar; Kan. Gajjare; Kash. Ghahzir; Kh. U kajor; Mal. Carrot; M. Gajar; Mar. Gajar; N. Gajar; O. Gajara; P. Gajar; S. Grunjanam; Tam. Carrot; Tel. Gajjara gadda; U. Gajar.,Roots and Tubers,vegetarian eggetarian fishetarian veg,139,9,0.95,0.15,5.55,0.48,0.47,0.02,4.18,87.69,Gajar
F003,"Carrot, red",Dacus carota,A. Gajor; B. Gajar; G. Gajar; H. Gajar; Kan. Gajjare; Kash. Ghahzir; Kh. Kajor; Mal. Carrot; M. Gajar; Mar. Gajar; N. Gajar; O. Gajara; P. Gajar; S. Grunjanam; Tam. Carrot; Tel. Gajjara gadda; U. Gajar.,Roots and Tubers,vegetarian eggetarian fishetarian veg,160,19,1.04,0.09,6.71,1.11,0.47,0.04,4.49,86.07,Gajar
F004,Colocasia,Colocasia antiquorum,A. Kosu; B. Kochu; E. Taro; G. Advi; H. Arwi; Kan. Samagadde; Kash. faram; Kh. Ka shriew; Mal. Chembu; M. Paan; Mar. Alu kanda; O. Saru; P. Arwi; Tam. Seppankizhangu; Tel. Chama dumpa; U. Arwi.,Roots and Tubers,vegetarian eggetarian fishetarian veg,372,9,3.31,0.59,17.85,0.94,0.17,0.03,3.22,73.49,Arwi
F005,Lotus root,Nelumbium nelumbo,"A. podum thari; G. Kamad kakdi; H. Kamal gatta, Kamal kakdi; Kan. Tavare dantu; Kash. Nader; Kh. Thied lotus; Mal. Thamara thandu; M. Thambou; Mar. Kamalkaakdi; O. Padma nad; P. Kamal zahr; Tam. Thamaraithandu; Tel. Thamara kada; U. Kanwal kakri.",Roots and Tubers,vegetarian eggetarian fishetarian veg,332,14,1.94,0.32,14.67,0.45,0.93,0.06,4.7,76.26,"Kamal gatta, Kamal kakdi"
F006,"Potato, brown skin, big",Solanum tuberosum,A. Simolu aloo; B. Gal alu; G. Bateka; H. Alu; Kan. Alugadda; Kash. Oalu; Kh. U phan; Kon. Alu; N. Alu; Mal. Urula kizhangu; M. Aloo; Mar. Batata; O. Alu; P. Alu; S. Aalukah; Tam. Urulai kizhangu; Tel. Bangala dumpa; U. Alu.,Roots and Tubers,vegetarian eggetarian fishetarian veg,292,7,1.54,0.17,14.89,0.4,0.23,0.02,1.71,80.72,Alu
F007,"Potato, brown skin, small",Solanum tuberosum,"A. Simolu aloo; B. Gal alu; G. Bateka; H. Alu; Kan. Alugadda; Kash. Oalu; Kh. Phan rit; Kon. Alu; M. Aloo; Mar. Batata; N., O., P., U. Alu; S. Aalukah; Tam. Urulaikizhangu; Tel. Bangala dumpa.",Roots and Tubers,vegetarian eggetarian fishetarian veg,255,0,1.35,0,12.9,0,0.22,0,1.69,82.97,Alu
F008,"Potato, red skin",Solanum tuberosum,A. Aloo; B. Gal alu; G. Bateka; H. Alu; Kan. Alugadda; Kash. Oalu; Kh. Phan saw; Kon. Alu; Mal. Urula kizhangu; Mar. Batata; N. Alu; O. Alu; P. Alu; S. Aalukah; M. Aloo; Tam. Urulaikizhangu; Tel. Bangala dumpa; U. Alu.,Roots and Tubers,vegetarian eggetarian fishetarian veg,306,0,1.83,0,15.43,0,0.22,0,1.68,79.72,Alu
F009,"Radish, elongate, red skin",Raphanus sativus,A. Mula; B. Mula; G. Muda; H. Muli; Kan. Mullangi; Kh. Muli saw; Mal. Mullangi; Mar. Mula; N. Mula; O. Mula; P. Gonglu; S. Moolikaa; Tam. Mullangi; Tel. Mullangi; U. Mooli.,Roots and Tubers,vegetarian eggetarian fishetarian veg,134,3,0.67,0.03,6.71,0.12,0.13,0.02,2.46,89.32,Muli
F010,"Radish, elongate, white skin",Raphanus sativus,A. Mula; B. Mula; G. Muda; H. Muli; Kan. Mullangi; Kh. Muli lieh; Mal. Mullangi; Mar. Mula; N. Mula; O. Mula; P. Gonglu; S. Moolikaa; Tam. Mullangi; Tel. Mullangi; U. Mooli.,Roots and Tubers,vegetarian eggetarian fishetarian veg,135,11,0.77,0.08,6.56,0.7,0.15,0.02,2.65,89.05,Muli
F011,"Radish, round, red skin",Raphanus sativus,A. Mula; B. Mula; G. Muda; H. Muli; Kan. Mullangi; Kh. Muli pyllon; Mal. Mullangi; Mar. Mula; N. Mula; O. Mula; P. Gonglu; S. Moolikaa; Tam. Mullangi; Tel. Mullangi; U. Mooli.,Roots and Tubers,vegetarian eggetarian fishetarian veg,130,0,0.89,0,6.07,0,0.16,0,2.29,89.68,Muli
F012,"Radish, round, white skin",Raphanus sativus,A. Mula; B. Mula; G. Muda; H. Muli; Kan. Mullangi; Kh. Muli pyllon; Mal. Mullangi; Mar. Mula; N. Mula; O. Mula; P. Gonglu; S. Moolikaa; Tam. Mullangi; Tel. Mullangi; U. Mooli.,Roots and Tubers,vegetarian eggetarian fishetarian veg,129,0,0.8,0,6.13,0,0.14,0,2.37,89.76,Muli
F013,"Sweet potato, brown skin",Ipomoes batatas,A. Meetha aloo; B. Ranga alu; G. Sakkaria; H. Shakarkand; Kan. Genasu; Kh. Phankaro iong; Mal. Sakkarvalli kazhangu; M. Manghra; Mar. Ratalu; N. Sakhar Khand; O. Kandamula; P. Sakkargandi; Tam. Sakkarvalli kizhangu; Tel. Chilagada dumpa; U. Ratalu.,Roots and Tubers,vegetarian eggetarian fishetarian veg,456,15,1.33,0.12,24.25,0.77,0.26,0.06,3.99,69.21,Shakarkand
F014,"Sweet potato, pink skin",Ipomoes batatas,A. Meetha aloo; B. Ranga alu; G. Sakkaria; H. Shakarkand; Kan. Genasu; Kh. Phankaro saw; Mal. Sakkarvalli kazhangu; M. Manghra; Mar. Ratalu; N. Sakhar Khand; O. Kandamula; P. Sakkargandi; Tam. Sakkarvalli kizhangu; Tel. Chilagada dumpa; U. Ratalu.,Roots and Tubers,vegetarian eggetarian fishetarian veg,452,4,1.27,0.09,23.93,0.15,0.33,0.06,3.94,69.58,Shakarkand
F015,Tapioca,Manihot esculenta,A. Sagi; B. Simla alu; G. Aararoot; H. Simla alu; Kan. Mra genasu; Kh. Phan dieng; Mal. Mrachini; M. U Manghra; Mar. Simla  Batata; N. Tarul; O. Kathakonda; P. Simla alu; Tam. Maravalli kizhangu; Tel. Krrapendalamu; U. Kasawa soji.,Roots and Tubers,vegetarian eggetarian fishetarian veg,334,10,1.03,0.1,17.81,0.57,0.2,0.01,4.61,75.23,Simla alu
F016,Water Chestnut,Eleocharis dulcis,"A.Pani singora; B. Pani phal; G. Shingoda; H., Mar. Shingara; Kash. Goer; Mal. Karimpolam; M. Kaothum; O. Pani singhara; P. Shingada; Tam. Singhara; Tel. Kubyakam.",Roots and Tubers,vegetarian eggetarian fishetarian veg,400,0,0.86,0,21.46,0,0.37,0,3.02,73.34,", Mar. Shingara"
F017,"Yam, elephant",Amorphophallus campanulatus,"A. Ol kachu; B. Ol; E. Elephant foot yam, Whitespot giant arum; G. Suran; H. Zimikandha; Kan. Suvarna gadda; Kh. Shriew hati; Mal. Chena; M. Haa; Mar. Suran; O. Suran; P. Zimikand; Tam. Karunai kizhangu; Tel. Kandha dumpa.",Roots and Tubers,vegetarian eggetarian fishetarian veg,353,5,2.56,0.28,17.46,0.55,0.14,0.02,4.17,74.39,Zimikandha
F018,"Yam, ordinary",Amorphophallus campanulatus,"A. Kath aloo; B. Gherkochoo; E. White yam, Winged yam, Water yam, Purple yam; G. Ratadu; H. Sooran; Kan. Suvarna gadda; Kh. Shriew jrong; Mal. Chena; M. Haa; Mar. Goradu; N. Pidaloo; O. Khamba alu; S. Aalu; Tam. Karunai kizhangu; Tel. Durdakandagadda.",Roots and Tubers,vegetarian eggetarian fishetarian veg,349,12,2.18,0.26,17.65,0.57,0.17,0.02,4.08,74.28,Sooran
F019,"Yam, wild",Dioscorea versicolor,A. Jongoli kosu; B. Ranga alu; G. Ratadu; H. Suaralu; Kan. Hegganasu; Kh. Shriew lieh; Mal. Kattuchena; M. Haa; Mar. Suran; Tam. Kodi kizhangu; Tel. Chedu paddu dumpa.,Roots and Tubers,vegetarian eggetarian fishetarian veg,430,0,3.07,0,20.95,0,0.3,0,4.57,69.35,Suaralu
G001,"Chillies, green-1",Capsicum annum,A. Kesa jalakia; E. Chili pepper; G. Lila marcha; H. Hara Mirchi; Kan. Hasi Menasinakayi; Kash. Marach wangun; Kh. Sohmynken heh; Mal. Mulaku; M. Morok; Mar. Mulaku; N. Hariyo khursani; O. Kancha Lanka; P. Hara mirchi; S. Marichika; Tam. Pachhai milagai; Tel. Pacchi Mirapakaya; U. Hara mirchi.,Condiments and Spices,vegetarian eggetarian fishetarian veg,191,5,2.62,0.35,6.32,0.41,0.73,0.02,4.86,84.47,Hara Mirchi
G002,"Chillies, green-2",Capsicum annum,A. Kesa jalakia; E. Chili pepper; G. Lila marcha; H. Hara Mirchi; Kan. Hasi Menasinakayi; Kash. Marach wangun; Kh. Soh mynken dkhar; Mal. Mulaku; M. Morok; Mar. Mulaku; N. Hariyo khursani; O. Kancha Lanka; P. Hara mirchi; S. Marichika; Tam. Pachhai milagai; Tel. Pacchi Mirapakaya; U. Hara mirchi.,Condiments and Spices,vegetarian eggetarian fishetarian veg,167,7,2.28,0.13,5.27,0.42,0.75,0.04,5.13,85.72,Hara Mirchi
G003,"Chillies, green-3",Capsicum annum,A. Kesa jalakia; E. Chili pepper; G. Lila marcha; H. Hara Mirchi; Kan. Hasi Menasinakayi; Kash. Marach wangun; Kh. Soh mynken dkhar; Mal. Mulaku; M. Morok; Mar. Mulaku; N. Hariyo khursani; O. Kancha Lanka; P. Hara mirchi; S. Marichika; Tam. Pachhai milagai; Tel. Pacchi Mirapakaya; U. Hara mirchi.,Condiments and Spices,vegetarian eggetarian fishetarian veg,169,12,2.38,0.4,5.23,0.71,0.75,0.02,5.1,85.59,Hara Mirchi
G004,"Chillies, green-4",Capsicum annum,A. Kesa jalakia; E. Chili pepper; H. Hara Mirchi; Kan. Hasi Menasinakayi; Kash. Marach wangun; Kh. Soh mynken dkhar; Mal. Mulaku; M. Morok; Mar. Mulaku; N. Hariyo khursani; O. Kancha Lanka; P. Hara mirchi; S. Marichika; Tam. Pachhai milagai; Tel. Pacchi Mirapakaya; U. Hara mirchi.,Condiments and Spices,vegetarian eggetarian fishetarian veg,190,9,2.33,0.3,6.63,0.61,0.74,0.01,4.15,85.29,Hara Mirchi
G005,"Chillies, green-5",Capsicum annum,A. Kesa jalakia; E. Chili pepper; G. Vadhvani marcha; H. Hara Mirchi; Kan. Hasi Menasinakayi; Kash. Marach wangun; Kh. Soh mynken dkhar; Mal. Mulaku; M. Morok; Mar. Mulaku; N. Hariyo khursani; O. Kancha Lanka; P. Hara mirchi; S. Marichika; Tam. Pachhai milagai; Tel. Pacchi Mirapakaya; U. Hara mirchi.,Condiments and Spices,vegetarian eggetarian fishetarian veg,180,10,2.01,0.26,6.64,0.39,0.65,0.03,3.95,85.93,Hara Mirchi
G006,"Chillies, green-6",Capsicum annum,A. Kesa jalakia; E. Chili pepper; G. Lila marcha; H. Hara Mirchi; Kan. Hasi Menasinakayi; Kash. Marach wangun; Kh. Soh mynken dkhar; Mal. Mulaku; M. Morok; Mar. Mulaku; N. Hariyo khursani; O. Kancha Lanka; P. Hara mirchi; S. Marichika; Tam. Pachhai milagai; Tel. Pacchi Mirapakaya; U. Hara mirchi.,Condiments and Spices,vegetarian eggetarian fishetarian veg,175,0,3.01,0,5.31,0,0.64,0,5.15,84.93,Hara Mirchi
G007,"Chillies, green-7",Capsicum annum,A. Kesa jalakia; E. Chili pepper; G. Gola marcha; H. Hara Mirchi; Kan. Hasi Menasinakayi; Kash. Marach wangun; Kh. Soh mynken beb; Mal. Mulaku; M. Morok; Mar. Mulaku; N. Hariyo khursani; O. Kancha Lanka; P. Hara mirchi; S. Marichika; Tam. Pachhai milagai; Tel. Pacchi Mirapakaya; U. Hara mirchi.,Condiments and Spices,vegetarian eggetarian fishetarian veg,163,0,2.12,0,5.61,0,0.6,0,4.95,85.83,Hara Mirchi
G008,"Chillies, green - all varieties",Capsicum annum,A. Kesa jalakia; E. Chili pepper; H. Hara Mirchi; Kan. Hasi Menasinakayi; Kash. Marach wangun; Kh. Soh mynken dkhar; Mal. Mulaku; M. Morok; Mar. Mulaku; N. Hariyo khursani; O. Kancha Lanka; P. Hara mirchi; S. Marichika; Tam. Pachhai milagai; Tel. Pacchi Mirapakaya; U. Hara mirchi.,Condiments and Spices,vegetarian eggetarian fishetarian veg,177,14,2.36,0.34,5.86,0.77,0.72,0.05,4.77,85.39,Hara Mirchi
G009,Coriander leaves,Coriandrum sativum,"A. Dhania paat; B. Dhone pata; E. Cilantro, Chinese parsley; G. Dhana pandada; H. Hara dhania; Kan. Kothambari; Kash. Daaniwal; Kh. Dhonia dkhar; Mal. Kothamalli; M. Fadhighom Mana; Mar. Kothimbir; N. Hario Dhaniya; O. Dhania Patra; P. Hara dhaniya patta; Tam. Kothamalli; Tel. Kothimiri; U. Hara dhaniya.",Condiments and Spices,vegetarian eggetarian fishetarian veg,130,9,3.52,0.26,1.93,0.27,0.7,0.06,4.66,86.99,Hara dhania
G010,Curry leaves,Murraya koenigii,A. Narasingha paat; B. Karhi-pat; E. Sweet Neem leaves; G. Kadi umdo; H. Gandhela ; Kan. Karibevu; Kash. Curry patta; Kh. Sla Kori; Mal. Kariveppilai; M. Curry Pata; Mar. Gandhela; N. Kary patta; O. Bhursanga Patra; P. Kadhi patta; S. Girinimba; Tam. Kariveppilai; Tel. Karivepaku; U. Kadi ka patta.,Condiments and Spices,vegetarian eggetarian fishetarian veg,266,32,7.41,0.26,4.51,1.79,1.06,0.04,16.83,65.33,Gandhela
G011,"Garlic, big clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun heh/ Rynsun dkhar; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,Condiments and Spices,vegetarian eggetarian fishetarian veg,518,12,6.92,0.2,21.93,0.82,0.16,0.02,5.22,64.38,Lehsan
G012,"Garlic, small clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun rit; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,Condiments and Spices,vegetarian eggetarian fishetarian veg,514,8,6.75,0.24,21.84,0.74,0.14,0.01,5.47,64.42,Lehsan
G013,"Garlic, single clove, Kashmir",Allium sativum,A. Nohoru; B. Ek koya Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Ottrai poondu; Tel. Vellulli; U. Laisan.,Condiments and Spices,vegetarian eggetarian fishetarian veg,523,0,6.12,0,23.46,0,0.16,0,4.01,64.49,Lehsan
G014,"Ginger, fresh",Zinziber officinale,A. Ada kesa; B. Ada; G. Adu; H. Adrak ; Kan. Shunti; Kash. Adrak; Kh. Sying bah; Mal. Inji; M. Sing; Mar. Ale; N. Aduwa; O. Ada; P. Adrak; S. Aadrak; Tam. Inji; Tel. Allam; U. Adrak.,Condiments and Spices,vegetarian eggetarian fishetarian veg,230,4,2.22,0.16,8.97,0.28,0.85,0.03,5.36,81.27,Adrak
G015,Mango ginger,Curcuma amada,A. Aam ada; B. Amada; G. Amba Hardar; H. Aam adhrak; Kan. Mavina hasi sunthi; Kash. Adrak; Kh. Sying makhir; Mal. Mangainji; Mar. Amba haldi; P. Aam adrak; Tam. Mainji; Tel. Mamidiallam; U. Aam adrak.,Condiments and Spices,vegetarian eggetarian fishetarian veg,177,3,1.45,0.37,6.98,0.15,0.7,0.03,4.74,84.55,Aam adhrak
G016,Mint leaves,Mentha spicata,A. Podina; B. Pudina; E. Mentha; G. Phudino; H. Pudina; Kan. Pudina; Kash. Pudinth; Kh. Pudina; Mal. Pudina; M. Nungsihidak; Mar. Pudina; N. Baabari; O. Pudina Patra; P. Pudina; Tam. Pudina; Tel. Pudina; U. Pudina.,Condiments and Spices,vegetarian eggetarian fishetarian veg,155,4,4.66,0.15,2.39,0.36,0.65,0.05,5.89,84.24,Pudina
G017,"Onion, big",Allium cepa,"A. Piyanj; B. Peyaj; E. Bulb onion, Common onion; G. Kando; H. Pyaz; Kan. Eerulli; Kash. Gandha; Kh. Piat; Mal. Ulli; M. Tilhou; Mar. Kanda; N. Pyaj; O. Piaja; P. Gandhe; S. Palaanduh; Tam. Vengayam; Tel. Neerulli/Ullipaya; U. Pyaaz.",Condiments and Spices,vegetarian eggetarian fishetarian veg,201,9,1.5,0.1,9.56,0.44,0.24,0.03,2.45,85.76,Pyaz
G018,"Onion, small",Allium cepa,"A. Xoru Piyanj; B. Gundhun; E. Bulb onion, Common onion; G. Dungri (nani); H. Pyaaz Kali; Kan. Chikk Eerulli; Kash. Praan; Kh. Piat rit; Mal. Cheriya Ulli; M. Tilhou ; Mar. Kanda; N. Chayapi; P. Gandhe; Tam. Chinna vengayam; Tel. Chinna ullipaya; U. Pyaaz.",Condiments and Spices,vegetarian eggetarian fishetarian veg,237,4,1.82,0.2,11.58,0.37,0.16,0.01,1.16,84.67,Pyaaz Kali
G019,Asafoetida,Ferula assa-foetida,"A. Hing; B. Hing; E. Food of the Gods, Jowani Badian, Hengu, Ingu, Kayam, Ting; G. Hing; H. Hing ; Kan. Hingu; Kash. Yangu; Kh. U hing; Mal. Perungayam; M. Hing; Mar. Hing; N. Hing; O. Hingu; P. Hing; S. Badhika; Tam. Perugayam; Tel. Inguva; U. Hing.",Condiments and Spices,vegetarian eggetarian fishetarian veg,1387,9,6.34,0.53,71.95,0.71,1.26,0.02,5.13,9.42,Hing
G020,"Cardamom, green",Elettaria cardamomum,A. Ilasi; B. Elach; E. True cardamom; G. Alechi; H. Elaychi; Kan. Yelakki; Kash. Aa’l budu’a aa’ l; Kh. Elaishi; Mal. Elakkai; M. Elaichi; Mar. Veldoda; N. Alaichi; O. Alaichi; P. Shoti elaychi; S. Ela; Tam. Elakkai; Tel. Elakkai; U. Elaichi.,Condiments and Spices,vegetarian eggetarian fishetarian veg,1067,16,8.1,0.41,47.76,0.47,2.6,0.15,23.1,11.24,Elaychi
G021,"Cardamom, black",Elettaria cardamomum,"B. Boro elach; E. Hill cardamom, Bengal cardamom, Greater cardamom, Indian cardamom, Nepal cardamom, Winged cardamom, Brown cardamom; G. Moti alechi; A. Ilasi; H. Badi elaychi; Kan. Yelakki; Kash. Aa’l budu’a aa’ l; Kh. Elaichi; Mal. Elathari; M. Elaichi; Mar. Veldoda; N. Alaichi; O. Alaichi; P. Baddi elaychi; S. Ela; Tam. Elakkai; Tel. Elakkai; U. Elaichi.",Condiments and Spices,vegetarian eggetarian fishetarian veg,1132,13,6.69,0.31,52.53,1.51,2.8,0.24,23.46,6.69,Badi elaychi
G022,"Chillies, red",Capsicum annum,A. Sukan jolokia; B. Shuckhuo Lonka; E. Red chilli pepper; G. Lal marcha (sukha); H. Mirchi; Kan. Ona Menasinakayi; Kh. Sohmynken trykhong; Mal. Mulaku; M. Morok Akangba; Mar. Mulaku; N. Rato Khursani; O. Lanka; P. Lal mircha; Tam. Varamilagai; Tel. Mirapakaya; U. Lal mirchi.,Condiments and Spices,vegetarian eggetarian fishetarian veg,990,8,12.69,0.22,29.46,0.62,6.4,0.04,31.15,14.57,Mirchi
G023,Cloves,Syzygium aromaticum,A. Long; B. Lobong; G. Lavang; H. Lavang; Kan. Lavanga; Kash. Ruang; Kh. U long; Mal. Krambu; M. Long; Mar. Lavang; N. Luwang; O. Labang; P. Long; S. Lavanga; Tam. Krambu; Tel. Lavangu; U. Long.,Condiments and Spices,vegetarian eggetarian fishetarian veg,781,6,5.86,0.21,18.73,0.39,8.41,0.15,34.52,26.49,Lavang
G024,Coriander seeds,Coriandrum sativum,"A. Dhoniya; B. Dhone; E. Cilantro seeds, Chinese parsley seeds; G. Sukha dhana; H. Dhania; Kan. Kothambari; Kash. Daaniwal; Kh. Symbai dhania; Mal. Kothambalari; M. Fadhighom Maru; Mar. Dhane; N. Dhania; O. Dhania; P. Dhania; S. Dhanyaka; Tam. Kothamalli vidhai; Tel. Dhaniyalu; U. Dhaniya.",Condiments and Spices,vegetarian eggetarian fishetarian veg,1125,38,10.66,0.33,12.98,2.62,17.47,0.22,44.81,8.72,Dhania
G025,Cumin seeds,Cuminum cyminum,A. Jeera; B. Jire; G. Jiru; H. Jira; Kan. Jeerage; Kash. Zyur; Kh. U jeera; Mal. Jeerakam; M. Jeera; Mar. Jira; N. Jeera; O. Jira; P. Jira; S. Jiraka; Tam. Jeerakam; Tel. Jeelakarra; U. Jira.,Condiments and Spices,vegetarian eggetarian fishetarian veg,1274,19,13.91,0.5,22.62,1.05,16.64,0.15,30.35,10.59,Jira
G026,Fenugreek seeds,Trigonella foenum graecum,A. Methi; B. Methi; G. Methi dana ; H. Methi; Kan. Menthe; Kash. Meeth; Kh. Symbai methi; Mal. Uluva; M. Methi; Mar. Methi; N. Methi; O. Methi; P. Methi; S. Methe; Tam. Venthayam; Tel. Menthulu; U. Methi.,Condiments and Spices,vegetarian eggetarian fishetarian veg,983,10,25.41,0.24,10.57,0.57,5.72,0.02,47.55,7.82,Methi
